,season,league_name,team,goals,goals_against,points,matches,dif_goals,pos,goals_diff,tot_teams,position,quart,quartile,weighed_rating,points_per_match
669,2012/2013,Italy Serie A,Bologna,46,52,44.0,38,-6,13,-6,20,13,0.65,3.0,73.5012077294686,1.1578947368421053
670,2012/2013,Italy Serie A,Sampdoria,43,51,43.0,38,-8,14,-8,20,14,0.7,3.0,72.55685805422648,1.131578947368421
671,2012/2013,Italy Serie A,Atalanta,39,56,42.0,38,-17,15,-17,20,15,0.75,3.0,75.04525518341306,1.105263157894737
672,2012/2013,Italy Serie A,Torino,46,55,40.0,38,-9,16,-9,20,16,0.8,4.0,74.52738285106706,1.0526315789473684
673,2012/2013,Italy Serie A,Genoa,38,52,38.0,38,-14,17,-14,20,17,0.85,4.0,74.5958733974359,1.0
674,2012/2013,Italy Serie A,Siena,36,57,36.0,38,-21,18,-21,20,18,0.9,4.0,70.73381180223286,0.9473684210526315
675,2012/2013,Italy Serie A,Palermo,34,54,32.0,38,-20,19,-20,20,19,0.95,4.0,73.28366940077467,0.8421052631578947
676,2012/2013,Italy Serie A,Pescara,27,84,22.0,38,-57,20,-57,20,20,1.0,4.0,69.55428723323459,0.5789473684210527
677,2013/2014,Italy Serie A,Juventus,80,23,102.0,38,57,1,57,20,1,0.05,1.0,81.65337101544735,2.6842105263157894
678,2013/2014,Italy Serie A,Roma,72,25,85.0,38,47,2,47,20,2,0.1,1.0,78.94222581365304,2.236842105263158
679,2013/2014,Italy Serie A,Napoli,77,39,78.0,38,38,3,38,20,3,0.15,1.0,78.38694152737216,2.0526315789473686
680,2013/2014,Italy Serie A,Fiorentina,65,44,65.0,38,21,4,21,20,4,0.2,1.0,77.90539796460848,1.7105263157894737
681,2013/2014,Italy Serie A,Inter,62,39,60.0,38,23,5,23,20,5,0.25,1.0,78.49745204954534,1.5789473684210527
682,2013/2014,Italy Serie A,Parma,58,46,58.0,38,12,6,12,20,6,0.3,2.0,74.62170431243396,1.5263157894736843
683,2013/2014,Italy Serie A,Torino,58,48,57.0,38,10,7,10,20,7,0.35,2.0,73.8704568562565,1.5
684,2013/2014,Italy Serie A,Milan,57,49,57.0,38,8,8,8,20,8,0.4,2.0,77.94388341589296,1.5
685,2013/2014,Italy Serie A,Lazio,54,54,56.0,38,0,9,0,20,9,0.45,2.0,77.32824960127591,1.4736842105263157
686,2013/2014,Italy Serie A,Hellas Verona,62,68,54.0,38,-6,10,-6,20,10,0.5,2.0,71.21397527910688,1.4210526315789473
687,2013/2014,Italy Serie A,Atalanta,43,51,50.0,38,-8,11,-8,20,11,0.55,3.0,73.8743889682885,1.3157894736842106
688,2013/2014,Italy Serie A,Sampdoria,48,62,45.0,38,-14,12,-14,20,12,0.6,3.0,71.26590778923253,1.1842105263157894
689,2013/2014,Italy Serie A,Genoa,41,50,44.0,38,-9,13,-9,20,13,0.65,3.0,73.03037612971823,1.1578947368421053
690,2013/2014,Italy Serie A,Udinese,46,57,44.0,38,-11,14,-11,20,14,0.7,3.0,75.04314373784892,1.1578947368421053
691,2013/2014,Italy Serie A,Cagliari,34,53,39.0,38,-19,15,-19,20,15,0.75,3.0,73.73736838653106,1.0263157894736843
692,2013/2014,Italy Serie A,Chievo Verona,34,54,36.0,38,-20,16,-20,20,16,0.8,4.0,72.66988338615134,0.9473684210526315
693,2013/2014,Italy Serie A,Sassuolo,43,72,34.0,38,-29,17,-29,20,17,0.85,4.0,70.09319415964153,0.8947368421052632
694,2013/2014,Italy Serie A,Catania,34,66,32.0,38,-32,18,-32,20,18,0.9,4.0,72.89156552511817,0.8421052631578947
695,2013/2014,Italy Serie A,Bologna,28,58,29.0,38,-30,19,-30,20,19,0.95,4.0,72.00178303886439,0.7631578947368421
696,2013/2014,Italy Serie A,Livorno,39,77,25.0,38,-38,20,-38,20,20,1.0,4.0,69.94307359307358,0.6578947368421053
697,2014/2015,Italy Serie A,Juventus,72,24,87.0,38,48,1,48,20,1,0.05,1.0,80.44986044657097,2.289473684210526
698,2014/2015,Italy Serie A,Roma,54,31,70.0,38,23,2,23,20,2,0.1,1.0,78.22513100934152,1.8421052631578947
699,2014/2015,Italy Serie A,Lazio,67,36,66.0,37,31,3,31,20,3,0.15,1.0,76.88005733005733,1.7837837837837838
700,2014/2015,Italy Serie A,Fiorentina,61,46,64.0,38,15,4,15,20,4,0.2,1.0,76.06960298473457,1.6842105263157894
701,2014/2015,Italy Serie A,Napoli,68,50,63.0,37,18,5,18,20,5,0.25,1.0,77.02335322335321,1.7027027027027026
702,2014/2015,Italy Serie A,Genoa,62,47,59.0,38,15,6,15,20,6,0.3,2.0,73.1835383914331,1.5526315789473684
703,2014/2015,Italy Serie A,Sampdoria,48,42,56.0,38,6,7,6,20,7,0.35,2.0,72.49362026862029,1.4736842105263157
704,2014/2015,Italy Serie A,Inter,59,48,55.0,38,11,8,11,20,8,0.4,2.0,77.22547376865562,1.4473684210526316
705,2014/2015,Italy Serie A,Torino,48,45,54.0,38,3,9,3,20,9,0.45,2.0,73.74687856003645,1.4210526315789473
706,2014/2015,Italy Serie A,Milan,56,50,52.0,38,6,10,6,20,10,0.5,2.0,77.37149407609935,1.368421052631579
707,2014/2015,Italy Serie A,Palermo,53,55,49.0,38,-2,11,-2,20,11,0.55,3.0,70.76717584648206,1.2894736842105263
708,2014/2015,Italy Serie A,Sassuolo,49,57,49.0,38,-8,12,-8,20,12,0.6,3.0,72.04555707450444,1.2894736842105263
709,2014/2015,Italy Serie A,Hellas Verona,49,65,46.0,38,-16,13,-16,20,13,0.65,3.0,71.1688824333561,1.2105263157894737
710,2014/2015,Italy Serie A,Chievo Verona,28,41,43.0,38,-13,14,-13,20,14,0.7,3.0,72.18676236044658,1.131578947368421
711,2014/2015,Italy Serie A,Empoli,46,52,42.0,38,-6,15,-6,20,15,0.75,3.0,70.20880260090787,1.105263157894737
712,2014/2015,Italy Serie A,Udinese,43,56,41.0,38,-13,16,-13,20,16,0.8,4.0,73.53321837651981,1.0789473684210527
713,2014/2015,Italy Serie A,Atalanta,38,57,37.0,38,-19,17,-19,20,17,0.85,4.0,71.90824029771397,0.9736842105263158
714,2014/2015,Italy Serie A,Cagliari,48,68,34.0,38,-20,18,-20,20,18,0.9,4.0,71.63279790385054,0.8947368421052632
715,2014/2015,Italy Serie A,Parma,33,75,26.0,38,-42,19,-42,20,19,0.95,4.0,71.38953116261727,0.6842105263157895
716,2014/2015,Italy Serie A,Cesena,36,73,24.0,38,-37,20,-37,20,20,1.0,4.0,67.8486315359477,0.631578947368421
717,2015/2016,Italy Serie A,Juventus,75,20,91.0,38,55,1,55,20,1,0.05,1.0,82.1076633759648,2.3947368421052633
718,2015/2016,Italy Serie A,Napoli,80,32,82.0,38,48,2,48,20,2,0.1,1.0,79.95121326042378,2.1578947368421053
719,2015/2016,Italy Serie A,Roma,83,41,80.0,38,42,3,42,20,3,0.15,1.0,79.45692779110045,2.1052631578947367
720,2015/2016,Italy Serie A,Inter,50,38,67.0,38,12,4,12,20,4,0.2,1.0,79.07015028332101,1.763157894736842
721,2015/2016,Italy Serie A,Fiorentina,60,42,64.0,38,18,5,18,20,5,0.25,1.0,76.85635635004829,1.6842105263157894
722,2015/2016,Italy Serie A,Sassuolo,49,40,61.0,38,9,6,9,20,6,0.3,2.0,73.96584695209098,1.605263157894737
723,2015/2016,Italy Serie A,Milan,49,43,57.0,38,6,7,6,20,7,0.35,2.0,77.17391515359141,1.5
724,2015/2016,Italy Serie A,Lazio,52,52,54.0,38,0,8,0,20,8,0.4,2.0,77.76389182322195,1.4210526315789473
725,2015/2016,Italy Serie A,Chievo Verona,43,45,50.0,38,-2,9,-2,20,9,0.45,2.0,73.85973456368193,1.3157894736842106
726,2015/2016,Italy Serie A,Genoa,45,48,46.0,38,-3,10,-3,20,10,0.5,2.0,74.14015151515153,1.2105263157894737
727,2015/2016,Italy Serie A,Empoli,40,49,46.0,38,-9,11,-9,20,11,0.55,3.0,72.35378832465165,1.2105263157894737
728,2015/2016,Italy Serie A,Torino,52,55,45.0,38,-3,12,-3,20,12,0.6,3.0,76.26283891547052,1.1842105263157894
729,2015/2016,Italy Serie A,Atalanta,41,47,45.0,38,-6,13,-6,20,13,0.65,3.0,73.72922336833821,1.1842105263157894
730,2015/2016,Italy Serie A,Bologna,33,45,42.0,38,-12,14,-12,20,14,0.7,3.0,72.59646946620633,1.105263157894737
731,2015/2016,Italy Serie A,Sampdoria,48,61,40.0,38,-13,15,-13,20,15,0.75,3.0,74.42907268170427,1.0526315789473684
732,2015/2016,Italy Serie A,Udinese,35,60,39.0,38,-25,16,-25,20,16,0.8,4.0,74.97792829180389,1.0263157894736843
733,2015/2016,Italy Serie A,Palermo,38,65,39.0,38,-27,17,-27,20,17,0.85,4.0,72.22186959529577,1.0263157894736843
734,2015/2016,Italy Serie A,Carpi,37,57,38.0,38,-20,18,-20,20,18,0.9,4.0,70.84686138344227,1.0
735,2015/2016,Italy Serie A,Frosinone,35,76,31.0,38,-41,19,-41,20,19,0.95,4.0,68.48465197083618,0.8157894736842105
736,2015/2016,Italy Serie A,Hellas Verona,34,63,28.0,38,-29,20,-29,20,20,1.0,4.0,71.92704532309794,0.7368421052631579
1189,2008/2009,Spain LIGA BBVA,FC Barcelona,105,35,87.0,38,70,1,70,20,1,0.05,1.0,82.98518518518517,2.289473684210526
1190,2008/2009,Spain LIGA BBVA,Real Madrid CF,83,52,78.0,38,31,2,31,20,2,0.1,1.0,82.41868932038835,2.0526315789473686
1191,2008/2009,Spain LIGA BBVA,Sevilla FC,54,39,70.0,38,15,3,15,20,3,0.15,1.0,78.08732057416267,1.8421052631578947
1192,2008/2009,Spain LIGA BBVA,Atlético Madrid,80,57,67.0,38,23,4,23,20,4,0.2,1.0,79.20574162679426,1.763157894736842
1193,2008/2009,Spain LIGA BBVA,Villarreal CF,61,54,65.0,38,7,5,7,20,5,0.25,1.0,78.14267990074443,1.7105263157894737
1194,2008/2009,Spain LIGA BBVA,Valencia CF,68,54,62.0,38,14,6,14,20,6,0.3,2.0,79.17961165048544,1.631578947368421
1195,2008/2009,Spain LIGA BBVA,RC Deportivo de La Coruña,48,47,58.0,38,1,7,1,20,7,0.35,2.0,73.97248803827753,1.5263157894736843
1196,2008/2009,Spain LIGA BBVA,Málaga CF,55,59,55.0,38,-4,8,-4,20,8,0.4,2.0,68.9400479616307,1.4473684210526316
1197,2008/2009,Spain LIGA BBVA,RCD Mallorca,53,60,51.0,38,-7,9,-7,20,9,0.45,2.0,74.89832535885168,1.3421052631578947
1198,2008/2009,Spain LIGA BBVA,RCD Espanyol,46,49,47.0,38,-3,10,-3,20,10,0.5,2.0,73.9356796116505,1.236842105263158
1199,2008/2009,Spain LIGA BBVA,Racing Santander,49,48,46.0,38,1,11,1,20,11,0.55,3.0,73.0108173076923,1.2105263157894737
1200,2008/2009,Spain LIGA BBVA,UD Almería,45,61,46.0,38,-16,12,-16,20,12,0.6,3.0,72.56987951807228,1.2105263157894737
1201,2008/2009,Spain LIGA BBVA,Athletic Club de Bilbao,47,62,44.0,38,-15,13,-15,20,13,0.65,3.0,71.40517241379308,1.1578947368421053
1202,2008/2009,Spain LIGA BBVA,CA Osasuna,41,47,43.0,38,-6,14,-6,20,14,0.7,3.0,69.89242053789732,1.131578947368421
1203,2008/2009,Spain LIGA BBVA,Real Valladolid,46,58,43.0,38,-12,15,-12,20,15,0.75,3.0,73.11363636363636,1.131578947368421
1204,2008/2009,Spain LIGA BBVA,Real Sporting de Gijón,47,79,43.0,38,-32,16,-32,20,16,0.8,4.0,66.54198473282443,1.131578947368421
1205,2008/2009,Spain LIGA BBVA,Getafe CF,50,56,42.0,38,-6,17,-6,20,17,0.85,4.0,75.69437652811736,1.105263157894737
1206,2008/2009,Spain LIGA BBVA,Real Betis Balompié,51,58,42.0,38,-7,18,-7,20,18,0.9,4.0,73.28676470588236,1.105263157894737
1207,2008/2009,Spain LIGA BBVA,CD Numancia,38,69,35.0,38,-31,19,-31,20,19,0.95,4.0,69.85263157894737,0.9210526315789473
1208,2008/2009,Spain LIGA BBVA,RC Recreativo,34,57,33.0,38,-23,20,-23,20,20,1.0,4.0,72.19620253164557,0.868421052631579
1209,2009/2010,Spain LIGA BBVA,FC Barcelona,98,24,99.0,38,74,1,74,20,1,0.05,1.0,83.51838235294119,2.6052631578947367
1210,2009/2010,Spain LIGA BBVA,Real Madrid CF,102,35,96.0,38,67,2,67,20,2,0.1,1.0,83.2775119617225,2.526315789473684
1211,2009/2010,Spain LIGA BBVA,Valencia CF,59,40,71.0,38,19,3,19,20,3,0.15,1.0,79.41586538461539,1.868421052631579
1212,2009/2010,Spain LIGA BBVA,Sevilla FC,65,49,63.0,38,16,4,16,20,4,0.2,1.0,78.73341523341524,1.6578947368421053
1213,2009/2010,Spain LIGA BBVA,RCD Mallorca,59,44,62.0,38,15,5,15,20,5,0.25,1.0,74.64268585131894,1.631578947368421
1214,2009/2010,Spain LIGA BBVA,Getafe CF,58,48,58.0,38,10,6,10,20,6,0.3,2.0,75.37591240875913,1.5263157894736843
1215,2009/2010,Spain LIGA BBVA,Villarreal CF,58,57,56.0,38,1,7,1,20,7,0.35,2.0,78.0956937799043,1.4736842105263157
1216,2009/2010,Spain LIGA BBVA,Athletic Club de Bilbao,50,53,54.0,38,-3,8,-3,20,8,0.4,2.0,74.32409638554219,1.4210526315789473
1217,2009/2010,Spain LIGA BBVA,Atlético Madrid,57,61,47.0,38,-4,9,-4,20,9,0.45,2.0,77.34420289855075,1.236842105263158
1218,2009/2010,Spain LIGA BBVA,RC Deportivo de La Coruña,35,49,47.0,38,-14,10,-14,20,10,0.5,2.0,75.17995169082127,1.236842105263158
1219,2009/2010,Spain LIGA BBVA,RCD Espanyol,29,46,44.0,38,-17,11,-17,20,11,0.55,3.0,72.46200980392156,1.1578947368421053
1220,2009/2010,Spain LIGA BBVA,CA Osasuna,37,46,43.0,38,-9,12,-9,20,12,0.6,3.0,74.40049140049139,1.131578947368421
1221,2009/2010,Spain LIGA BBVA,UD Almería,43,55,42.0,38,-12,13,-12,20,13,0.65,3.0,73.42548076923077,1.105263157894737
1222,2009/2010,Spain LIGA BBVA,Real Zaragoza,46,64,41.0,38,-18,14,-18,20,14,0.7,3.0,73.36790123456791,1.0789473684210527
1223,2009/2010,Spain LIGA BBVA,Real Sporting de Gijón,36,51,40.0,38,-15,15,-15,20,15,0.75,3.0,72.4635922330097,1.0526315789473684
1224,2009/2010,Spain LIGA BBVA,Racing Santander,42,59,39.0,38,-17,16,-17,20,16,0.8,4.0,73.06698564593302,1.0263157894736843
1225,2009/2010,Spain LIGA BBVA,Málaga CF,42,48,37.0,38,-6,17,-6,20,17,0.85,4.0,72.41435768261964,0.9736842105263158
1226,2009/2010,Spain LIGA BBVA,Real Valladolid,37,62,36.0,38,-25,18,-25,20,18,0.9,4.0,73.45673076923076,0.9473684210526315
1227,2009/2010,Spain LIGA BBVA,CD Tenerife,40,74,36.0,38,-34,19,-34,20,19,0.95,4.0,71.81218905472637,0.9473684210526315
1228,2009/2010,Spain LIGA BBVA,Xerez Club Deportivo,38,66,34.0,38,-28,20,-28,20,20,1.0,4.0,70.48604060913705,0.8947368421052632
1229,2010/2011,Spain LIGA BBVA,FC Barcelona,95,21,96.0,38,74,1,74,20,1,0.05,1.0,83.41626794258372,2.526315789473684
1230,2010/2011,Spain LIGA BBVA,Real Madrid CF,102,33,92.0,38,69,2,69,20,2,0.1,1.0,83.50841346153848,2.4210526315789473
1231,2010/2011,Spain LIGA BBVA,Valencia CF,64,44,71.0,38,20,3,20,20,3,0.15,1.0,78.17224880382774,1.868421052631579
1232,2010/2011,Spain LIGA BBVA,Villarreal CF,54,44,62.0,38,10,4,10,20,4,0.2,1.0,78.52870813397132,1.631578947368421
1233,2010/2011,Spain LIGA BBVA,Atlético Madrid,62,53,58.0,38,9,5,9,20,5,0.25,1.0,78.9342105263158,1.5263157894736843
1234,2010/2011,Spain LIGA BBVA,Athletic Club de Bilbao,59,55,58.0,38,4,6,4,20,6,0.3,2.0,76.183014354067,1.5263157894736843
1235,2010/2011,Spain LIGA BBVA,Sevilla FC,62,61,58.0,38,1,7,1,20,7,0.35,2.0,77.55035971223022,1.5263157894736843
1236,2010/2011,Spain LIGA BBVA,RCD Espanyol,46,55,49.0,38,-9,8,-9,20,8,0.4,2.0,73.60885167464116,1.2894736842105263
1237,2010/2011,Spain LIGA BBVA,CA Osasuna,45,46,47.0,38,-1,9,-1,20,9,0.45,2.0,73.68779904306218,1.236842105263158
1238,2010/2011,Spain LIGA BBVA,Real Sporting de Gijón,35,42,47.0,38,-7,10,-7,20,10,0.5,2.0,73.15311004784688,1.236842105263158
1239,2010/2011,Spain LIGA BBVA,Málaga CF,54,68,46.0,38,-14,11,-14,20,11,0.55,3.0,72.81100478468899,1.2105263157894737
1240,2010/2011,Spain LIGA BBVA,Racing Santander,41,56,46.0,38,-15,12,-15,20,12,0.6,3.0,73.37439613526571,1.2105263157894737
1241,2010/2011,Spain LIGA BBVA,Levante UD,41,52,45.0,38,-11,13,-11,20,13,0.65,3.0,71.3272506082725,1.1842105263157894
1242,2010/2011,Spain LIGA BBVA,Real Zaragoza,40,53,45.0,38,-13,14,-13,20,14,0.7,3.0,72.46754807692308,1.1842105263157894
1243,2010/2011,Spain LIGA BBVA,Real Sociedad,49,66,45.0,38,-17,15,-17,20,15,0.75,3.0,73.11244019138753,1.1842105263157894
1244,2010/2011,Spain LIGA BBVA,Getafe CF,49,60,44.0,38,-11,16,-11,20,16,0.8,4.0,74.99880382775122,1.1578947368421053
1245,2010/2011,Spain LIGA BBVA,RCD Mallorca,41,56,44.0,38,-15,17,-15,20,17,0.85,4.0,73.61192214111924,1.1578947368421053
1246,2010/2011,Spain LIGA BBVA,RC Deportivo de La Coruña,31,47,43.0,38,-16,18,-16,20,18,0.9,4.0,74.0287081339713,1.131578947368421
1247,2010/2011,Spain LIGA BBVA,Hércules Club de Fútbol,36,60,35.0,38,-24,19,-24,20,19,0.95,4.0,72.49111675126905,0.9210526315789473
1248,2010/2011,Spain LIGA BBVA,UD Almería,36,70,30.0,38,-34,20,-34,20,20,1.0,4.0,73.67822966507177,0.7894736842105263
1249,2011/2012,Spain LIGA BBVA,Real Madrid CF,121,32,100.0,38,89,1,89,20,1,0.05,1.0,84.71889952153111,2.6315789473684212
1250,2011/2012,Spain LIGA BBVA,FC Barcelona,114,29,91.0,38,85,2,85,20,2,0.1,1.0,84.8983253588517,2.3947368421052633
1251,2011/2012,Spain LIGA BBVA,Valencia CF,59,44,61.0,38,15,3,15,20,3,0.15,1.0,77.56339712918658,1.605263157894737
1252,2011/2012,Spain LIGA BBVA,Málaga CF,54,53,58.0,38,1,4,1,20,4,0.2,1.0,77.0944976076555,1.5263157894736843
1253,2011/2012,Spain LIGA BBVA,Atlético Madrid,53,46,56.0,38,7,5,7,20,5,0.25,1.0,78.4401913875598,1.4736842105263157
1254,2011/2012,Spain LIGA BBVA,Levante UD,54,50,55.0,38,4,6,4,20,6,0.3,2.0,73.01196172248804,1.4473684210526316
1255,2011/2012,Spain LIGA BBVA,CA Osasuna,44,61,54.0,38,-17,7,-17,20,7,0.35,2.0,71.71670702179176,1.4210526315789473
1256,2011/2012,Spain LIGA BBVA,RCD Mallorca,42,46,52.0,38,-4,8,-4,20,8,0.4,2.0,72.46411483253588,1.368421052631579
1257,2011/2012,Spain LIGA BBVA,Sevilla FC,48,47,50.0,38,1,9,1,20,9,0.45,2.0,77.81698564593302,1.3157894736842106
1258,2011/2012,Spain LIGA BBVA,Athletic Club de Bilbao,49,52,49.0,38,-3,10,-3,20,10,0.5,2.0,76.2511961722488,1.2894736842105263
1259,2011/2012,Spain LIGA BBVA,Real Sociedad,46,52,47.0,38,-6,11,-6,20,11,0.55,3.0,72.5657894736842,1.236842105263158
1260,2011/2012,Spain LIGA BBVA,Real Betis Balompié,47,56,47.0,38,-9,12,-9,20,12,0.6,3.0,72.04436450839326,1.236842105263158
1261,2011/2012,Spain LIGA BBVA,Getafe CF,40,51,47.0,38,-11,13,-11,20,13,0.65,3.0,74.04784688995218,1.236842105263158
1262,2011/2012,Spain LIGA BBVA,RCD Espanyol,46,56,46.0,38,-10,14,-10,20,14,0.7,3.0,73.05622009569377,1.2105263157894737
1263,2011/2012,Spain LIGA BBVA,Rayo Vallecano,53,73,43.0,38,-20,15,-20,20,15,0.75,3.0,70.54830917874398,1.131578947368421
1264,2011/2012,Spain LIGA BBVA,Real Zaragoza,36,61,43.0,38,-25,16,-25,20,16,0.8,4.0,72.66507177033493,1.131578947368421
1265,2011/2012,Spain LIGA BBVA,Granada CF,35,56,42.0,38,-21,17,-21,20,17,0.85,4.0,71.6566985645933,1.105263157894737
1266,2011/2012,Spain LIGA BBVA,Villarreal CF,39,53,41.0,38,-14,18,-14,20,18,0.9,4.0,77.41626794258376,1.0789473684210527
1267,2011/2012,Spain LIGA BBVA,Real Sporting de Gijón,42,69,37.0,38,-27,19,-27,20,19,0.95,4.0,72.19036144578313,0.9736842105263158
1268,2011/2012,Spain LIGA BBVA,Racing Santander,28,63,27.0,38,-35,20,-35,20,20,1.0,4.0,70.34299516908212,0.7105263157894737
1269,2012/2013,Spain LIGA BBVA,FC Barcelona,115,40,100.0,38,75,1,75,20,1,0.05,1.0,84.36979949874687,2.6315789473684212
1270,2012/2013,Spain LIGA BBVA,Real Madrid CF,103,42,85.0,38,61,2,61,20,2,0.1,1.0,83.60708304853041,2.236842105263158
1271,2012/2013,Spain LIGA BBVA,Atlético Madrid,65,31,76.0,38,34,3,34,20,3,0.15,1.0,80.5218614718615,2.0
1272,2012/2013,Spain LIGA BBVA,Real Sociedad,70,49,66.0,38,21,4,21,20,4,0.2,1.0,74.77910685805422,1.736842105263158
1273,2012/2013,Spain LIGA BBVA,Valencia CF,67,54,65.0,38,13,5,13,20,5,0.25,1.0,79.03895534290271,1.7105263157894737
1274,2012/2013,Spain LIGA BBVA,Málaga CF,53,50,57.0,38,3,6,3,20,6,0.3,2.0,77.60631692868536,1.5
1275,2012/2013,Spain LIGA BBVA,Real Betis Balompié,57,56,56.0,38,1,7,1,20,7,0.35,2.0,73.9726475279107,1.4736842105263157
1276,2012/2013,Spain LIGA BBVA,Rayo Vallecano,50,66,53.0,38,-16,8,-16,20,8,0.4,2.0,73.04728867623602,1.394736842105263
1277,2012/2013,Spain LIGA BBVA,Sevilla FC,58,54,50.0,38,4,9,4,20,9,0.45,2.0,76.96770904534063,1.3157894736842106
1278,2012/2013,Spain LIGA BBVA,Getafe CF,43,57,47.0,38,-14,10,-14,20,10,0.5,2.0,74.4195374800638,1.236842105263158
1279,2012/2013,Spain LIGA BBVA,Levante UD,40,57,46.0,38,-17,11,-17,20,11,0.55,3.0,74.11010955418851,1.2105263157894737
1280,2012/2013,Spain LIGA BBVA,Athletic Club de Bilbao,44,65,45.0,38,-21,12,-21,20,12,0.6,3.0,75.89430963773067,1.1842105263157894
1281,2012/2013,Spain LIGA BBVA,RCD Espanyol,43,52,44.0,38,-9,13,-9,20,13,0.65,3.0,73.67292663476873,1.1578947368421053
1282,2012/2013,Spain LIGA BBVA,Real Valladolid,49,58,43.0,38,-9,14,-9,20,14,0.7,3.0,72.73096377306902,1.131578947368421
1283,2012/2013,Spain LIGA BBVA,Granada CF,37,54,42.0,38,-17,15,-17,20,15,0.75,3.0,72.6670967190704,1.105263157894737
1284,2012/2013,Spain LIGA BBVA,CA Osasuna,33,50,39.0,38,-17,16,-17,20,16,0.8,4.0,72.6196001367054,1.0263157894736843
1285,2012/2013,Spain LIGA BBVA,RC Celta de Vigo,37,52,37.0,38,-15,17,-15,20,17,0.85,4.0,72.47878787878787,0.9736842105263158
1286,2012/2013,Spain LIGA BBVA,RCD Mallorca,43,72,36.0,38,-29,18,-29,20,18,0.9,4.0,72.7767543859649,0.9473684210526315
1287,2012/2013,Spain LIGA BBVA,RC Deportivo de La Coruña,47,70,35.0,38,-23,19,-23,20,19,0.95,4.0,73.01674641148325,0.9210526315789473
1288,2012/2013,Spain LIGA BBVA,Real Zaragoza,37,62,34.0,38,-25,20,-25,20,20,1.0,4.0,72.79812507312508,0.8947368421052632
1289,2013/2014,Spain LIGA BBVA,Atlético Madrid,77,26,90.0,38,51,1,51,20,1,0.05,1.0,81.1889154704944,2.3684210526315788
1290,2013/2014,Spain LIGA BBVA,FC Barcelona,100,33,87.0,38,67,2,67,20,2,0.1,1.0,84.03309409888357,2.289473684210526
1291,2013/2014,Spain LIGA BBVA,Real Madrid CF,104,38,87.0,38,66,3,66,20,3,0.15,1.0,83.6877990430622,2.289473684210526
1292,2013/2014,Spain LIGA BBVA,Athletic Club de Bilbao,66,39,70.0,38,27,4,27,20,4,0.2,1.0,76.05901116427434,1.8421052631578947
1293,2013/2014,Spain LIGA BBVA,Sevilla FC,69,52,63.0,38,17,5,17,20,5,0.25,1.0,75.23322510822511,1.6578947368421053
1294,2013/2014,Spain LIGA BBVA,Villarreal CF,60,44,59.0,38,16,6,16,20,6,0.3,2.0,73.1445773524721,1.5526315789473684
1295,2013/2014,Spain LIGA BBVA,Real Sociedad,62,55,59.0,38,7,7,7,20,7,0.35,2.0,76.86387559808614,1.5526315789473684
1296,2013/2014,Spain LIGA BBVA,Valencia CF,51,53,49.0,38,-2,8,-2,20,8,0.4,2.0,76.50439528573499,1.2894736842105263
1297,2013/2014,Spain LIGA BBVA,RC Celta de Vigo,49,54,49.0,38,-5,9,-5,20,9,0.45,2.0,72.05994531784005,1.2894736842105263
1298,2013/2014,Spain LIGA BBVA,Levante UD,35,43,48.0,38,-8,10,-8,20,10,0.5,2.0,73.52438876912561,1.263157894736842
1299,2013/2014,Spain LIGA BBVA,Málaga CF,39,46,45.0,38,-7,11,-7,20,11,0.55,3.0,74.18120300751879,1.1842105263157894
1300,2013/2014,Spain LIGA BBVA,Rayo Vallecano,46,80,43.0,38,-34,12,-34,20,12,0.6,3.0,72.4872009569378,1.131578947368421
1301,2013/2014,Spain LIGA BBVA,RCD Espanyol,41,51,42.0,38,-10,13,-10,20,13,0.65,3.0,72.94719753930279,1.105263157894737
1302,2013/2014,Spain LIGA BBVA,Getafe CF,35,54,42.0,38,-19,14,-19,20,14,0.7,3.0,73.27460127591708,1.105263157894737
1303,2013/2014,Spain LIGA BBVA,Granada CF,32,56,41.0,38,-24,15,-24,20,15,0.75,3.0,72.06877022653721,1.0789473684210527
1304,2013/2014,Spain LIGA BBVA,Elche CF,30,50,40.0,38,-20,16,-20,20,16,0.8,4.0,71.74322169059012,1.0526315789473684
1305,2013/2014,Spain LIGA BBVA,UD Almería,43,71,40.0,38,-28,17,-28,20,17,0.85,4.0,69.85224358974358,1.0526315789473684
1306,2013/2014,Spain LIGA BBVA,CA Osasuna,32,62,39.0,38,-30,18,-30,20,18,0.9,4.0,72.26602870813397,1.0263157894736843
1307,2013/2014,Spain LIGA BBVA,Real Valladolid,38,60,36.0,38,-22,19,-22,20,19,0.95,4.0,71.85197368421053,0.9473684210526315
1308,2013/2014,Spain LIGA BBVA,Real Betis Balompié,36,78,25.0,38,-42,20,-42,20,20,1.0,4.0,72.64915603402446,0.6578947368421053
1309,2014/2015,Spain LIGA BBVA,FC Barcelona,110,21,94.0,38,89,1,89,20,1,0.05,1.0,83.7775554588952,2.473684210526316
1310,2014/2015,Spain LIGA BBVA,Real Madrid CF,118,38,92.0,38,80,2,80,20,2,0.1,1.0,84.05980861244021,2.4210526315789473
1311,2014/2015,Spain LIGA BBVA,Atlético Madrid,67,29,78.0,38,38,3,38,20,3,0.15,1.0,80.27785372522216,2.0526315789473686
1312,2014/2015,Spain LIGA BBVA,Valencia CF,70,32,77.0,38,38,4,38,20,4,0.2,1.0,78.52794865952761,2.026315789473684
